"source_current_role_id","source_current_masco_code","source_current_role_title","masco2020_role_id","masco2020_code","masco2020_title","status","remap_method","remap_confidence","reason","primary_profile_for_target","source_count_for_target","target_count_for_source","source_esco_code","source_esco_title","source_portal_url","masco2020_pdf_page","masco2020_source_url","grade_source_url","alternative_2020_code","official_crosswalk"
"M314301","314301","Forestry Technician","M314302","314302","Forestry Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3143.1","forestry technician","https://emasco.mohr.gov.my/masco/3143-01","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314303","314303","Assistant Conservator of Forests Grade G5","M314304","314304","Assistant Conservator of Forests Grade G29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3143.1","forestry technician","https://emasco.mohr.gov.my/masco/3143-03","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M314304","314304","Assistant Wildlife Officer Grade G5","M314305","314305","Assistant Wildlife Officer Grade G29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2133.9","nature conservation officer","https://emasco.mohr.gov.my/masco/3143-04","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M314305","314305","Wildlife Assistant Grade G1","M314306","314306","Wildlife Assistant Grade G19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2133.9","nature conservation officer","https://emasco.mohr.gov.my/masco/3143-05","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M314401","314401","Hatchery Technician","M314401","314401","Hatchery Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","6221.4","aquaculture hatchery technician","https://emasco.mohr.gov.my/masco/3144-01","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314402","314402","Hatchery Supervisor","M314402","314402","Hatchery Supervisor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","6221.3","aquaculture hatchery manager","https://emasco.mohr.gov.my/masco/3144-02","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314403","314403","Fishery Technician","M314403","314403","Fishery Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","6221.11","water-based aquaculture technician","https://emasco.mohr.gov.my/masco/3144-03","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314404","314404","Hatchery Assistant","M314404","314404","Hatchery Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","6221.5","aquaculture hatchery worker","https://emasco.mohr.gov.my/masco/3144-04","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314405","314405","Aquaculture Technician","M314405","314405","Aquaculture Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","6221.11","water-based aquaculture technician","https://emasco.mohr.gov.my/masco/3144-05","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M314407","314407","Assistant Fisheries Officer Grade G5","M314407","314407","Assistant Fisheries Officer Grade G29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2132.4","fisheries adviser","https://emasco.mohr.gov.my/masco/3144-07","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M315101","315101","Air Traffic Safety Technician","M315101","315101","Air Traffic Safety Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3155.1","air traffic safety technician","https://emasco.mohr.gov.my/masco/3151-01","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315102","315102","Aviation Maintenance Technician","M315103","315103","Aviation Maintenance Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7232.5","aircraft maintenance technician","https://emasco.mohr.gov.my/masco/3151-02","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315103","315103","Aircraft Restorer","M315107","315107","Aircraft Restorer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7232.5","aircraft maintenance technician","https://emasco.mohr.gov.my/masco/3151-03","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315104","315104","Airframe and Power Plant Technician","M315108","315108","Airframe and Power Plant Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7232.5","aircraft maintenance technician","https://emasco.mohr.gov.my/masco/3151-04","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315105","315105","Rocket Engine Component Technician","M315114","315114","Rocket Engine Component Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1.1","aerospace engineering technician","https://emasco.mohr.gov.my/masco/3151-05","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315107","315107","Aircraft Examiner Grade A5, A6","M315115","315115","Aircraft Examiner Grade A29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3154.2","aviation inspector","https://emasco.mohr.gov.my/masco/3151-07","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M315108","315108","Assistant Air Traffic Control Officer Grade A5","M315116","315116","Assistant Air Traffic Control Officer Grade A29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3154.1","air traffic controller","https://emasco.mohr.gov.my/masco/3151-08","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M315201","315201","Berthing Master","M315202","315202","Berthing Master","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","4323.11","port coordinator","https://emasco.mohr.gov.my/masco/3152-01","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315202","315202","Ship Technician","M315206","315206","Ship Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1.7","marine engineering technician","https://emasco.mohr.gov.my/masco/3152-02","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","","","false"
"M315203","315203","Marine Assistant Grade A1","M315201","315201","Marine Assistant Grade A19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3343.1","administrative assistant","https://emasco.mohr.gov.my/masco/3152-03","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M315204","315204","Assistant Marine Officer Grade A5","M315208","315208","Assistant Marine Officer Grade A29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3115.1.9","marine surveyor","https://emasco.mohr.gov.my/masco/3152-04","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M315301","315301","Train Technician","M315301","315301","Train Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1.18","rolling stock engineering technician","https://emasco.mohr.gov.my/masco/3153-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M315302","315302","Track Network Technician","M315306","315306","Track Network Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.1.10","rail maintenance technician","https://emasco.mohr.gov.my/masco/3153-02","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M315303","315303","Signalling and Communication Technician","M315307","315307","Signalling and Communication Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7421.6","railway electronic technician","https://emasco.mohr.gov.my/masco/3153-03","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M315401","315401","Motor Vehicle Technician","M315406","315406","Motor Vehicle Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7231.10","vehicle technician","https://emasco.mohr.gov.my/masco/3154-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M315901","315901","Transport/Logistics Supervisor","M315902","315902","Logistics Supervisor","retained","reviewed_functional_equivalent","medium","Retain the logistics-supervision occupation explicitly named in the current combined title; do not infer road-only or halal specialisations.","true","1","1","1324.3","logistics and distribution manager","https://emasco.mohr.gov.my/masco/3159-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M315902","315902","Green Technology Infrastructure Assistant Facilitator","M315904","315904","Green Technology Infrastructure Assistant Facilitator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2133.15","environmental technician","https://emasco.mohr.gov.my/masco/3159-02","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M316101","316101","Nuclear Technician","M316101","316101","Nuclear Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3111.10","nuclear technician","https://emasco.mohr.gov.my/masco/3161-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321101","321101","Radiographer","M321102","321102","Radiographer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.8","radiographer","https://emasco.mohr.gov.my/masco/3211-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321102","321102","Radiographer Grade U5","M321101","321101","Radiographer Grade U29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2269.8","radiographer","https://emasco.mohr.gov.my/masco/3211-02","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M321201","321201","Ecology Technician","M321204","321204","Ecology Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2133.15","environmental technician","https://emasco.mohr.gov.my/masco/3212-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321202","321202","Histology Technician","M321207","321207","Histology Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.12","anatomical pathology technician","https://emasco.mohr.gov.my/masco/3212-02","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321203","321203","Cytology Technician","M321208","321208","Cytology Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.13.1","cytotechnologist","https://emasco.mohr.gov.my/masco/3212-03","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321204","321204","Physiology Technician","M321209","321209","Physiology Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.13","biomedical scientist","https://emasco.mohr.gov.my/masco/3212-04","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321205","321205","Parasitological Assistant","M321212","321212","Parasitological Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3212.2","medical laboratory assistant","https://emasco.mohr.gov.my/masco/3212-05","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321206","321206","Medical Laboratory Technician","M321213","321213","Medical Laboratory Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.13","biomedical scientist","https://emasco.mohr.gov.my/masco/3212-06","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321207","321207","Surgical Technician","M321214","321214","Surgical Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3259.1","anaesthetic technician","https://emasco.mohr.gov.my/masco/3212-07","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321301","321301","Pharmaceutical Assistant","M321301","321301","Pharmaceutical Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3213.1","pharmacy assistant","https://emasco.mohr.gov.my/masco/3213-01","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","","","false"
"M321302","321302","Pharmacy Aide","M321304","321304","Pharmacy Aide","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3213.1","pharmacy assistant","https://emasco.mohr.gov.my/masco/3213-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M321303","321303","Assistant Pharmacy Officer Grade U5","M321305","321305","Assistant Pharmacy Officer Grade U29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3213.1","pharmacy assistant","https://emasco.mohr.gov.my/masco/3213-03","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M321401","321401","Dental Technician","M321401","321401","Dental technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2261.4","dental technician","https://emasco.mohr.gov.my/masco/3214-01","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M321402","321402","Orthotist","M321404","321404","Orthotist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3214.3","prosthetist-orthotist","https://emasco.mohr.gov.my/masco/3214-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M321501","321501","Prosthetic Technician","M321502","321502","Prosthetic Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.15","prosthetic-orthotics technician","https://emasco.mohr.gov.my/masco/3215-01","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M321502","321502","Medical Technician Grade U1","M321503","321503","Medical Technician Grade U19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3114.1.5","medical device engineering technician","https://emasco.mohr.gov.my/masco/3215-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M322101","322101","Practical Nurse","M322104","322104","Practical Nurse","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2221.2","nurse responsible for general care","https://emasco.mohr.gov.my/masco/3221-01","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M322102","322102","Nurse Grade U5","M322101","322101","Nurse Grade U29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2221.2","nurse responsible for general care","https://emasco.mohr.gov.my/masco/3221-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M323101","323101","Traditional and Complementary Medicine Associate Professional","","","","excluded","aggregate_no_unique_2020_identity","not_established","Current row combines several traditional/complementary medicine systems. The 2020 index lists distinct practitioners; no single unique occupation is established by the aggregate row.","false","0","0","2230.2","complementary therapist","https://emasco.mohr.gov.my/masco/3231-01","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M324101","324101","Veterinary Biotech Research Technician","M324103","324103","Veterinary Biotech Research Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3141.1","biotechnical technician","https://emasco.mohr.gov.my/masco/3241-01","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M324102","324102","Veterinary Artificial Inseminator","M324107","324107","Veterinary Artificial Inseminator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3240.2.1","animal artificial insemination technician","https://emasco.mohr.gov.my/masco/3241-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M324103","324103","Veterinary Biotech Production Technician","M324108","324108","Veterinary Biotech Production Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3141.1","biotechnical technician","https://emasco.mohr.gov.my/masco/3241-03","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M324104","324104","Veterinary Nurse","M324109","324109","Veterinary Nurse","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3240.2.4","veterinary nurse","https://emasco.mohr.gov.my/masco/3241-04","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M324105","324105","Animal Therapist","","","","excluded","no_verified_2020_equivalent","not_established","No Animal Therapist identity verified; veterinary assistant or nurse is not an equivalent rehabilitation/behavioural-therapy occupation.","false","0","0","2250.4","animal therapist","https://emasco.mohr.gov.my/masco/3241-05","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M324107","324107","Assistant Veterinary Officer Grade G5","M324110","324110","Assistant Veterinary Officer Grade G29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3240.2","veterinary technician","https://emasco.mohr.gov.my/masco/3241-07","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M325101","325101","Dental Aide/Assistant","M325105","325105","Dental Assistant","retained","reviewed_functional_equivalent","medium","Dental aide/assistant is the same supporting occupation as Dental Assistant; keep the distinct graded dental-surgery assistant separate.","true","1","1","3251.1","dental chairside assistant","https://emasco.mohr.gov.my/masco/3251-01","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M325102","325102","Dental Hygienist","M325106","325106","Dental Hygienist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2261.3","dental hygienist","https://emasco.mohr.gov.my/masco/3251-02","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","","","false"
"M325103","325103","Dental Surgery Assistant Grade U1","M325101","325101","Dental Surgery Assistant Grade U19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3251.1","dental chairside assistant","https://emasco.mohr.gov.my/masco/3251-03","378","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M325104","325104","Dental Therapist Grade U5","M325107","325107","Dental Therapist Grade U29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2261.3","dental hygienist","https://emasco.mohr.gov.my/masco/3251-04","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M325301","325301","Community Health Promoter","M325302","325302","Community Health Promoter","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3253.1","community health worker","https://emasco.mohr.gov.my/masco/3253-01","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325302","325302","Village Health Worker","M325304","325304","Village Health Worker","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3253.1","community health worker","https://emasco.mohr.gov.my/masco/3253-02","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325303","325303","Community Nurse Grade U1","M325305","325305","Community Nurse Grade U19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3253.1","community health worker","https://emasco.mohr.gov.my/masco/3253-03","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M325401","325401","Optician","M226703","226703","Optician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3254.1","optician","https://emasco.mohr.gov.my/masco/3254-01","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","","","false"
"M325501","325501","Massage Therapist","M325505","325505","Massage Therapist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3255.1","massage therapist","https://emasco.mohr.gov.my/masco/3255-01","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325502","325502","Physiotherapy Technician","M325506","325506","Physiotherapy Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3255.2","physiotherapy assistant","https://emasco.mohr.gov.my/masco/3255-02","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325503","325503","Stress Therapist","M282407","282407","Psychotherapist","retained","reviewed_functional_equivalent","medium","Current description explicitly identifies psychotherapy/mental-health treatment and says the role may be known as a psychotherapist; do not map it to massage or acupressure.","true","1","1","2634.2.4","psychotherapist","https://emasco.mohr.gov.my/masco/3255-03","363","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363","","","false"
"M325601","325601","Medical Laboratory Assistant","M325601","325601","Medical Laboratory Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3212.2","medical laboratory assistant","https://emasco.mohr.gov.my/masco/3256-01","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325602","325602","Hospital Assistant","M325602","325602","Hospital Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","5321.1","healthcare assistant","https://emasco.mohr.gov.my/masco/3256-02","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325603","325603","Diagnostic Imaging Equipment Technician","M325606","325606","Radiographist Equipment, Medical, General","retained","reviewed_functional_equivalent","medium","Current core function is operation of general medical radiographic/diagnostic equipment; use the 2020 general-medical radiographist-equipment occupation, retaining the current wider modality scope as a caveat.","true","1","1","3114.1.5","medical device engineering technician","https://emasco.mohr.gov.my/masco/3256-03","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325604","325604","Sonographer","M325611","325611","Sonographer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2269.8.1","diagnostic radiographer","https://emasco.mohr.gov.my/masco/3256-04","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325605","325605","Clinical Instructor","M325613","325613","Clinical Instructor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2310.1.28","nursing lecturer","https://emasco.mohr.gov.my/masco/3256-05","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
"M325606","325606","Ophthalmic Assistant","M325614","325614","Ophthalmic Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3256.1","doctors' surgery assistant","https://emasco.mohr.gov.my/masco/3256-06","379","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379","","","false"
